VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WA1E2AFY2P,Snohomish,Edmonds,WA,98020,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,21,227525203,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403
KM8KRDDF8R,Pierce,Tacoma,WA,98405,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,276190596,POINT (-122.48271 47.24737),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061300
5YJ3E1ET8R,King,Seattle,WA,98103,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,272871896,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
YV4BR0DL4J,Snohomish,Edmonds,WA,98020,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,"52,900",21,208507400,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502
2C4RC1N79L,Thurston,Olympia,WA,98516,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,123963108,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
7SAYGDEE9P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,258937514,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051917
KNDCD3LD2L,King,Seattle,WA,98107,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,36,251420767,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301
5YJ3E1EB8M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,139653181,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1G1FY6S04L,Walla Walla,Waitsburg,WA,99361,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,16,276480746,POINT (-118.15448 46.27013),"BONNEVILLE POWER ADMINISTRATION||PACIFICORP||COLUMBIA RURAL ELEC ASSN, INC",53071920100
1G1RC6S59J,Clark,Ridgefield,WA,98642,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,18,219136326,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040305
1G1FX6S00N,King,Seatac,WA,98188,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,208362430,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402
JHMZC5F15J,Whatcom,Bellingham,WA,98225,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,42,207165675,POINT (-122.47107 48.75245),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000501
7SAYGDEE8P,Island,Langley,WA,98260,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,260734001,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJ3E1EAXM,Clark,Vancouver,WA,98665,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,137526532,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041007
JN1AZ0CP1C,Pierce,Gig Harbor,WA,98335,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,26,144107022,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406
5YJ3E1EB0S,King,Medina,WA,98039,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,275006434,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
5YJ3E1EA1M,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,144767885,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
5YJ3E1EA0P,Snohomish,Edmonds,WA,98026,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,245806802,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050700
1N4AZ0CPXG,King,Bothell,WA,98011,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,226687401,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
5YJ3E1EA9P,King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,232866413,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
7SAYGDEE4N,King,Seattle,WA,98117,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,205132588,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
7SAYGDEE9R,Spokane,Spokane,WA,99205,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3,270154699,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,53063001000
KNDCT3L18P,Kitsap,Poulsbo,WA,98370,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,259076128,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100
1G1FY6S00P,King,Seattle,WA,98178,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,238798500,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026001
WBAJB1C50J,Whatcom,Bellingham,WA,98226,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,"54,950",42,216884790,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803
JTMFB3FV8R,King,Seattle,WA,98103,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,43,268320272,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600
2C4RC1L78P,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,238731972,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
KM8KNDAF2P,Pierce,Graham,WA,98338,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,251440717,POINT (-122.29477 47.05703),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073119
KM8KNDDF8R,King,Seattle,WA,98118,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,272924228,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010102
1N4AZ0CP4F,Snohomish,Edmonds,WA,98026,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,108758940,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050800
7SAYGDEF7P,Pierce,Milton,WA,98354,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,259706415,POINT (-122.32172 47.24898),BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),53053070703
7PDSGBBA1S,King,Redmond,WA,98053,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,273627280,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315
1C4RJXN60R,King,Redmond,WA,98053,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,45,267654194,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
WBY1Z4C54F,King,Seatac,WA,98168,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,33,229705094,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300
7SAYGDEE9P,Snohomish,Everett,WA,98208,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,226023885,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041610
1FTVW1EV2P,King,Woodinville,WA,98072,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,254842640,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327
7SAYGAEE8R,Snohomish,Stanwood,WA,98292,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,273423314,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053301
1G1RA6E47E,Whatcom,Bellingham,WA,98226,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,42,252249371,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010600
3FMTK2SU3P,Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259255013,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
5YJ3E1EA3P,King,Seattle,WA,98105,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,257700936,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004302
5YJSA1S12F,King,Bellevue,WA,98006,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,41,157922138,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
5YJ3E1EC3P,King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,260426904,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
JTMAB3FV4R,King,Woodinville,WA,98072,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,45,269630994,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320
7FCTGAAL6N,King,Sammamish,WA,98074,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,209593268,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
3GN7DLRR6R,Clark,Vancouver,WA,98662,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,273071508,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
1GYKPTRL1R,King,Seattle,WA,98109,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,260147163,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
5YJ3E1EA9P,Lewis,Onalaska,WA,98570,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,245887568,POINT (-122.69891 46.57613),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041971100
JTMFB3FV3M,King,Seattle,WA,98115,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,43,197312706,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
1GYKPPRK4R,Snohomish,Lynnwood,WA,98037,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,251322536,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
KNDC3DLC3N,Clark,Brush Prairie,WA,98606,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,212277362,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715
5YJ3E1EB7J,King,Seattle,WA,98101,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,43,150592956,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
1N4BZ1DV6M,Pierce,Gig Harbor,WA,98329,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,262564739,POINT (-122.6658 47.38336),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072601
7FCTGAAA4P,King,Clyde Hill,WA,98004,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,259811737,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
7G2CEHED1R,King,Renton,WA,98058,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,266891901,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032002
KNDC4DLC2P,King,Enumclaw,WA,98022,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,244459960,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031302
4JGDM2EB6P,King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,268604913,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJ3E1EA0S,Thurston,Olympia,WA,98501,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,275968458,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
7SAYGDEE9R,Snohomish,Bothell,WA,98012,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,268903197,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
5UXTA6C04P,Pierce,University Place,WA,98467,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,28,272686473,POINT (-122.54045 47.20742),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072315
WAUCJBFW6R,King,Kirkland,WA,98033,2024,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,273251660,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
1V2JNPE83P,King,Seattle,WA,98119,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,261488622,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
YV4BR0DL6M,King,Seattle,WA,98119,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,36,251676799,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005901
7SAYGAEEXN,King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,202192119,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
3FA6P0SU3D,Benton,Benton City,WA,99320,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,16,186571171,POINT (-119.48756 46.26543),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010701
1V2DNPE85P,King,Seattle,WA,98115,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,251142153,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900
5YJSA1E43F,Snohomish,Snohomish,WA,98290,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,39,183824777,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052302
5YJYGDEE9M,King,Seattle,WA,98101,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,167247811,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008002
WBY33AW07P,Spokane,Spokane,WA,99208,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6,228533385,POINT (-117.45005 47.7333),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010508
5YJ3E1EA6K,King,Auburn,WA,98001,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,47,199302582,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
2C4RC1S70P,King,Renton,WA,98057,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,253630982,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
7SAYGAEE6P,Pierce,Gig Harbor,WA,98329,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,256412362,POINT (-122.6658 47.38336),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072503
5YJYGDEE9M,King,Medina,WA,98039,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,167307507,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
KNDCT3L19P,Pierce,South Hill,WA,98375,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,261926724,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073132
7SAYGDEEXR,King,Renton,WA,98056,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,271504705,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601
5YJYGDEE5M,Snohomish,Stanwood,WA,98292,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,148752145,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053400
7SAYGDEE9P,King,Maple Valley,WA,98038,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,236655856,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
1N4AZ0CP2F,King,Issaquah,WA,98029,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5,152821504,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
5YJ3E1EAXM,King,Kirkland,WA,98034,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,179297142,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
1G1RB6S58H,Skagit,Burlington,WA,98233,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,10,6380048,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951900
5YJ3E1EB6K,King,Sammamish,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,2772108,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
5YJ3E1EA6P,King,Bellevue,WA,98008,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,240580735,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901
5YJYGDEE1L,King,Sammamish,WA,98074,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,127421731,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
5YJ3E1EB9J,King,Seattle,WA,98199,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,475697295,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
7SAYGAEE3P,King,Renton,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,239697741,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
KNDCC3LG1L,Skagit,Sedro-Woolley,WA,98284,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,39,152510732,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951000
7SAYGDEE6S,King,Renton,WA,98058,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,274934950,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913
3FMTK3SU4M,King,Seattle,WA,98199,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,182793012,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
WBY33AW09P,King,Kirkland,WA,98034,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,226002185,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
1C4RJXR62R,Thurston,Lacey,WA,98516,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,268858705,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EB7P,Grays Harbor,Cosmopolis,WA,98537,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,257700502,POINT (-123.76897 46.9541),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000900
W1N9M0KB6P,King,Burien,WA,98166,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,238940376,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800
JHMZC5F31K,King,Seattle,WA,98103,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,36,148330486,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
1N4BZ0CP7G,King,Seattle,WA,98177,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,242456210,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
KNDCR3L16R,King,Tukwila,WA,98188,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,266696321,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5YJ3E1EB8M,King,Black Diamond,WA,98010,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,265676267,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
3GPKHXRJ8R,Grant,Quincy,WA,98848,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,272264226,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY,53025010600
7SAYGDEE0P,King,Seattle,WA,98199,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,238895128,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
7SAYGDEE8R,King,Seattle,WA,98105,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,275121416,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500
5UXTA6C00M,Kitsap,Bainbridge Island,WA,98110,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,23,157371812,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001
